                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    311,                0.93764,                0.71645,                 1.1277,                0.73388,                 0.6593,                0.69646,                0.37323,                 1.7126,                0.95257,                 1.7141,              0.0069409,              0.0069409,              0.0069409
                    312,                0.93683,                0.71817,                  1.124,                0.72965,                0.65601,                0.69329,                0.37375,                 1.7135,                0.95371,                 1.7155,               0.006931,               0.006931,               0.006931
                    313,                0.93431,                0.72429,                 1.1299,                0.72927,                0.65679,                 0.6929,                0.37227,                 1.7136,                0.95339,                 1.7148,              0.0069211,              0.0069211,              0.0069211
                    314,                0.92325,                0.70541,                 1.1239,                0.73692,                0.65631,                0.69473,                0.37324,                 1.7112,                0.95284,                 1.7129,              0.0069112,              0.0069112,              0.0069112
                    315,                 0.9336,                0.70994,                 1.1207,                0.73637,                0.65647,                 0.6955,                0.37219,                 1.7124,                0.95321,                 1.7146,              0.0069013,              0.0069013,              0.0069013
                    316,                0.93537,                 0.7147,                  1.122,                0.74029,                0.65486,                0.69539,                 0.3728,                 1.7121,                0.95334,                 1.7147,              0.0068914,              0.0068914,              0.0068914
                    317,                0.92988,                0.71222,                 1.1196,                0.73581,                0.65435,                 0.6921,                0.37196,                 1.7089,                0.95342,                 1.7117,              0.0068815,              0.0068815,              0.0068815
                    318,                 0.9219,                0.71032,                 1.1165,                0.73684,                0.65523,                0.69199,                0.37228,                 1.7095,                0.95256,                  1.713,              0.0068716,              0.0068716,              0.0068716
                    319,                0.93018,                0.71529,                 1.1261,                0.74737,                0.65018,                0.69156,                0.37217,                 1.7092,                0.95344,                 1.7119,              0.0068617,              0.0068617,              0.0068617
                    320,                0.92952,                0.70659,                 1.1195,                0.75178,                0.65458,                0.69108,                0.37207,                 1.7091,                0.95227,                 1.7126,              0.0068518,              0.0068518,              0.0068518
                    321,                0.91977,                0.71008,                 1.1261,                0.74857,                0.65424,                0.69084,                0.37248,                 1.7089,                0.95306,                 1.7124,              0.0068419,              0.0068419,              0.0068419
                    322,                0.92939,                0.70058,                 1.1183,                0.73925,                 0.6562,                 0.6901,                0.37142,                 1.7117,                0.95221,                 1.7156,               0.006832,               0.006832,               0.006832
                    323,                0.93207,                0.70446,                 1.1257,                0.74105,                0.65628,                0.69062,                0.37192,                 1.7087,                0.95411,                 1.7128,              0.0068221,              0.0068221,              0.0068221
                    324,                0.92391,                0.69977,                 1.1178,                0.73936,                0.65407,                0.68666,                 0.3717,                 1.7119,                0.95493,                  1.716,              0.0068122,              0.0068122,              0.0068122
                    325,                0.93062,                0.70807,                 1.1251,                0.73821,                 0.6537,                0.68692,                0.37163,                 1.7112,                0.95764,                 1.7149,              0.0068023,              0.0068023,              0.0068023
                    326,                0.92554,                0.71229,                  1.124,                0.73949,                0.65458,                0.68842,                0.37075,                 1.7121,                0.95763,                 1.7156,              0.0067924,              0.0067924,              0.0067924
                    327,                0.91881,                 0.7044,                 1.1235,                0.74135,                0.65601,                0.68853,                0.37072,                 1.7117,                0.95891,                 1.7162,              0.0067825,              0.0067825,              0.0067825
                    328,                0.92383,                0.71331,                 1.1167,                0.74318,                0.65669,                0.68993,                0.37058,                 1.7113,                0.95828,                 1.7156,              0.0067726,              0.0067726,              0.0067726
                    329,                0.92278,                0.70215,                 1.1118,                0.74312,                0.65771,                0.69033,                0.37095,                 1.7114,                0.95825,                 1.7156,              0.0067627,              0.0067627,              0.0067627
                    330,                0.91626,                0.69891,                 1.1163,                0.74249,                0.65537,                0.69024,                0.36942,                 1.7114,                0.95781,                 1.7147,              0.0067528,              0.0067528,              0.0067528
                    331,                0.91999,                0.70646,                 1.1167,                0.74308,                0.65486,                0.68905,                 0.3699,                 1.7119,                0.95566,                 1.7157,              0.0067429,              0.0067429,              0.0067429
                    332,                0.91461,                0.71011,                 1.1158,                0.74188,                 0.6548,                0.68826,                0.36991,                 1.7128,                0.95745,                 1.7166,               0.006733,               0.006733,               0.006733
                    333,                0.92231,                0.71795,                 1.1202,                 0.7363,                0.65602,                0.68777,                0.36994,                 1.7141,                0.95897,                  1.717,              0.0067231,              0.0067231,              0.0067231
                    334,                0.92174,                0.71102,                 1.1154,                0.72075,                 0.6735,                0.68779,                 0.3694,                 1.7143,                0.95936,                 1.7173,              0.0067132,              0.0067132,              0.0067132
                    335,                0.91459,                0.69215,                 1.1093,                0.72448,                0.66792,                0.68774,                0.36948,                  1.715,                0.95992,                 1.7181,              0.0067033,              0.0067033,              0.0067033
                    336,                0.90763,                0.69299,                 1.1037,                0.72512,                0.66757,                0.68888,                0.36972,                 1.7159,                0.96097,                 1.7184,              0.0066934,              0.0066934,              0.0066934
                    337,                0.90932,                0.70003,                 1.1083,                0.72479,                0.66792,                0.68786,                 0.3694,                 1.7189,                0.96052,                 1.7206,              0.0066835,              0.0066835,              0.0066835
                    338,                0.91378,                0.68959,                 1.1044,                0.70227,                0.68456,                0.68794,                0.37022,                 1.7188,                0.95943,                 1.7201,              0.0066736,              0.0066736,              0.0066736
                    339,                0.91351,                 0.6899,                 1.1065,                0.75325,                0.64225,                0.68795,                0.37016,                 1.7193,                0.95758,                 1.7218,              0.0066637,              0.0066637,              0.0066637
                    340,                0.90553,                0.68347,                 1.1065,                0.70566,                0.68365,                0.68833,                0.37054,                   1.72,                0.95597,                 1.7226,              0.0066538,              0.0066538,              0.0066538
                    341,                0.90809,                0.69632,                 1.1054,                0.70627,                0.68291,                0.68837,                0.36999,                 1.7217,                0.95786,                 1.7236,              0.0066439,              0.0066439,              0.0066439
                    342,                0.90852,                0.69331,                 1.1092,                0.70464,                0.69275,                 0.6887,                0.37005,                 1.7225,                0.95687,                 1.7245,               0.006634,               0.006634,               0.006634
                    343,                0.91208,                0.68455,                 1.1087,                0.70891,                0.68545,                 0.6885,                0.36916,                  1.724,                 0.9561,                 1.7251,              0.0066241,              0.0066241,              0.0066241
                    344,                0.90241,                0.67838,                 1.1057,                0.71337,                0.68291,                0.68972,                0.36995,                 1.7245,                 0.9553,                 1.7261,              0.0066142,              0.0066142,              0.0066142
                    345,                0.91091,                0.69609,                 1.1106,                 0.7186,                0.67448,                0.69003,                0.36965,                 1.7241,                0.95549,                 1.7263,              0.0066043,              0.0066043,              0.0066043
                    346,                0.91083,                 0.7013,                 1.1091,                0.71752,                 0.6777,                0.68982,                0.36959,                 1.7246,                0.95333,                 1.7276,              0.0065944,              0.0065944,              0.0065944
                    347,                0.91399,                0.70771,                 1.1065,                0.71199,                0.68269,                0.68902,                0.36947,                 1.7231,                0.95284,                 1.7254,              0.0065845,              0.0065845,              0.0065845
                    348,                0.91383,                 0.7053,                 1.1099,                0.70967,                0.68531,                 0.6892,                0.36929,                 1.7226,                0.95353,                  1.725,              0.0065746,              0.0065746,              0.0065746
                    349,                0.91352,                0.69483,                 1.1045,                0.70295,                0.69194,                0.68988,                 0.3689,                  1.722,                0.95275,                 1.7251,              0.0065647,              0.0065647,              0.0065647
                    350,                0.91634,                0.69798,                 1.1072,                0.70408,                0.69152,                0.69026,                0.36929,                 1.7226,                 0.9522,                 1.7254,              0.0065548,              0.0065548,              0.0065548
                    351,                  0.901,                0.69201,                 1.1074,                0.70323,                 0.6966,                0.68994,                0.36939,                 1.7237,                0.95244,                  1.727,              0.0065449,              0.0065449,              0.0065449
                    352,                0.90342,                0.68815,                 1.1032,                0.70338,                0.70259,                0.68977,                0.36913,                 1.7241,                0.95001,                 1.7278,               0.006535,               0.006535,               0.006535
                    353,                0.90318,                0.68987,                 1.1021,                 0.7063,                0.69706,                0.68958,                0.36897,                 1.7244,                0.95072,                 1.7284,              0.0065251,              0.0065251,              0.0065251
                    354,                0.90663,                  0.681,                 1.1014,                0.70653,                0.69706,                0.68993,                0.36889,                 1.7233,                0.95052,                 1.7276,              0.0065152,              0.0065152,              0.0065152
                    355,                0.90653,                0.68743,                 1.1042,                0.70294,                0.70034,                0.69008,                0.36963,                 1.7229,                0.94892,                 1.7275,              0.0065053,              0.0065053,              0.0065053
                    356,                0.91399,                0.69407,                 1.1079,                0.70653,                0.69809,                0.69014,                0.36912,                 1.7236,                0.94825,                 1.7274,              0.0064954,              0.0064954,              0.0064954
                    357,                0.90032,                0.69624,                 1.1084,                0.70384,                0.69882,                0.69086,                0.36933,                 1.7232,                0.94628,                 1.7286,              0.0064855,              0.0064855,              0.0064855
                    358,                0.89939,                0.68852,                 1.0978,                0.70666,                0.70343,                0.69038,                0.36955,                 1.7238,                0.94459,                 1.7287,              0.0064756,              0.0064756,              0.0064756
                    359,                0.89268,                0.68144,                 1.0961,                0.70505,                0.70259,                0.69022,                0.37019,                 1.7233,                0.94299,                  1.729,              0.0064657,              0.0064657,              0.0064657
                    360,                0.88986,                0.67203,                 1.0992,                0.70505,                 0.7021,                0.69049,                0.36963,                 1.7224,                0.94191,                 1.7293,              0.0064558,              0.0064558,              0.0064558
                    361,                0.90306,                 0.6789,                 1.1068,                0.70368,                0.70793,                0.69172,                0.36957,                 1.7229,                0.94115,                   1.73,              0.0064459,              0.0064459,              0.0064459
                    362,                0.89299,                0.68115,                 1.1017,                0.70824,                0.70201,                0.69092,                 0.3694,                 1.7194,                0.94112,                 1.7269,               0.006436,               0.006436,               0.006436
                    363,                0.89286,                0.66856,                 1.0963,                0.70889,                0.69854,                0.69107,                0.36933,                 1.7206,                0.94085,                 1.7295,              0.0064261,              0.0064261,              0.0064261
                    364,                0.89494,                0.67912,                 1.1007,                0.70807,                 0.7024,                0.69098,                0.36976,                 1.7172,                0.94087,                 1.7261,              0.0064162,              0.0064162,              0.0064162
                    365,                0.89147,                0.67932,                 1.1004,                0.70674,                0.70259,                0.69209,                0.36971,                 1.7181,                0.94221,                 1.7275,              0.0064063,              0.0064063,              0.0064063
                    366,                0.90067,                0.69499,                 1.1041,                0.70831,                0.70689,                0.69444,                0.36976,                 1.7182,                0.94181,                 1.7279,              0.0063964,              0.0063964,              0.0063964
                    367,                0.90464,                0.69153,                 1.1031,                0.70703,                0.71081,                0.69465,                0.36904,                 1.7189,                 0.9414,                 1.7282,              0.0063865,              0.0063865,              0.0063865
                    368,                0.89489,                0.67879,                  1.097,                0.71301,                0.69804,                0.69441,                0.36888,                 1.7173,                0.94217,                 1.7279,              0.0063766,              0.0063766,              0.0063766
                    369,                0.89698,                0.67954,                 1.0992,                 0.7137,                0.70542,                  0.695,                0.36796,                 1.7177,                0.94277,                 1.7282,              0.0063667,              0.0063667,              0.0063667
                    370,                0.88589,                0.67692,                 1.0996,                0.71359,                0.70576,                0.69525,                0.36829,                 1.7181,                0.94343,                 1.7286,              0.0063568,              0.0063568,              0.0063568
                    371,                0.90601,                0.68801,                 1.1005,                0.69969,                0.71156,                0.69497,                0.36874,                 1.7172,                0.94411,                 1.7279,              0.0063469,              0.0063469,              0.0063469
                    372,                0.89828,                0.67569,                 1.1045,                0.70061,                0.71346,                0.69506,                0.36873,                 1.7165,                0.94229,                 1.7268,               0.006337,               0.006337,               0.006337
                    373,                0.89027,                0.66908,                 1.0906,                0.70187,                0.71797,                0.69515,                0.36804,                 1.7179,                0.94229,                 1.7277,              0.0063271,              0.0063271,              0.0063271
                    374,                0.88821,                0.67201,                 1.0892,                0.70479,                0.71797,                0.69492,                0.36794,                 1.7175,                0.94309,                 1.7273,              0.0063172,              0.0063172,              0.0063172
                    375,                 0.8896,                 0.6762,                 1.0976,                0.70322,                0.71694,                0.69503,                 0.3677,                 1.7165,                0.94379,                 1.7272,              0.0063073,              0.0063073,              0.0063073
                    376,                 0.8934,                0.67475,                  1.093,                0.71885,                0.69828,                0.69488,                0.36832,                 1.7161,                0.94332,                 1.7268,              0.0062974,              0.0062974,              0.0062974
                    377,                 0.9009,                0.68642,                 1.1029,                 0.7194,                0.70053,                0.69521,                0.36802,                 1.7164,                0.94192,                 1.7268,              0.0062875,              0.0062875,              0.0062875
                    378,                0.88296,                0.65934,                  1.093,                0.71981,                  0.694,                0.69496,                0.36792,                 1.7168,                0.94124,                 1.7275,              0.0062776,              0.0062776,              0.0062776
                    379,                0.88798,                0.67364,                 1.0968,                0.72197,                0.69818,                 0.6957,                0.36718,                 1.7154,                0.94289,                 1.7264,              0.0062677,              0.0062677,              0.0062677
                    380,                0.87831,                0.66852,                 1.0813,                0.72348,                 0.6953,                0.69566,                0.36823,                 1.7146,                0.94213,                  1.726,              0.0062578,              0.0062578,              0.0062578
                    381,                0.87664,                0.66398,                  1.087,                0.72213,                0.69711,                0.69528,                0.36871,                 1.7143,                0.94123,                 1.7266,              0.0062479,              0.0062479,              0.0062479
                    382,                0.88973,                0.67226,                 1.0871,                0.72177,                0.70191,                0.69585,                0.36916,                 1.7141,                0.94046,                 1.7261,               0.006238,               0.006238,               0.006238
                    383,                0.88425,                0.66808,                 1.0846,                0.72261,                0.70277,                 0.6956,                0.36867,                  1.714,                0.94146,                 1.7256,              0.0062281,              0.0062281,              0.0062281
                    384,                0.88841,                0.67454,                 1.0907,                  0.729,                0.70091,                0.69606,                0.36955,                 1.7137,                0.93948,                 1.7245,              0.0062182,              0.0062182,              0.0062182
                    385,                0.87757,                0.66195,                 1.0859,                 0.7306,                 0.7035,                0.69502,                0.36896,                 1.7137,                0.93971,                 1.7236,              0.0062083,              0.0062083,              0.0062083
                    386,                0.87586,                0.66248,                 1.0853,                0.72998,                0.70484,                0.69592,                0.36824,                 1.7141,                0.93932,                 1.7241,              0.0061984,              0.0061984,              0.0061984
                    387,                0.87816,                0.66507,                 1.0897,                0.73122,                0.70249,                 0.6957,                0.36831,                 1.7146,                0.94002,                 1.7254,              0.0061885,              0.0061885,              0.0061885
                    388,                0.88757,                0.67284,                 1.0933,                0.72755,                0.70053,                 0.6947,                0.36777,                 1.7156,                0.93982,                 1.7263,              0.0061786,              0.0061786,              0.0061786
                    389,                0.88122,                0.67666,                 1.0885,                 0.7273,                0.70053,                0.69435,                0.36737,                 1.7172,                 0.9409,                 1.7267,              0.0061687,              0.0061687,              0.0061687
                    390,                 0.8748,                0.64856,                 1.0877,                0.72871,                0.70195,                0.69477,                0.36777,                 1.7171,                0.93912,                 1.7271,              0.0061588,              0.0061588,              0.0061588
                    391,                0.87515,                0.65703,                 1.0841,                0.72632,                0.70053,                0.69192,                0.36665,                 1.7176,                0.93928,                 1.7275,              0.0061489,              0.0061489,              0.0061489
                    392,                0.87813,                 0.6546,                 1.0873,                0.72443,                0.70053,                0.69212,                0.36633,                 1.7166,                0.93829,                  1.727,               0.006139,               0.006139,               0.006139
                    393,                0.86769,                0.64954,                 1.0749,                0.70864,                0.71066,                0.69179,                0.36687,                 1.7173,                 0.9382,                 1.7283,              0.0061291,              0.0061291,              0.0061291
                    394,                0.86969,                0.65861,                 1.0859,                0.70559,                0.71952,                0.69034,                0.36702,                  1.719,                0.93817,                 1.7299,              0.0061192,              0.0061192,              0.0061192
                    395,                 0.8873,                0.66509,                 1.0942,                0.70438,                 0.7161,                0.69291,                0.36747,                 1.7196,                0.93875,                 1.7298,              0.0061093,              0.0061093,              0.0061093
                    396,                0.87086,                0.65124,                 1.0898,                 0.7106,                0.71666,                 0.6932,                0.36798,                 1.7187,                0.93817,                 1.7286,              0.0060994,              0.0060994,              0.0060994
                    397,                0.87622,                0.66384,                 1.0904,                0.71028,                0.71758,                0.69271,                0.36745,                 1.7184,                0.93588,                 1.7282,              0.0060895,              0.0060895,              0.0060895
                    398,                0.87216,                0.65638,                 1.0876,                0.71001,                0.71398,                0.69161,                0.36782,                 1.7184,                0.93772,                 1.7281,              0.0060796,              0.0060796,              0.0060796
                    399,                0.87421,                0.66391,                 1.0859,                0.71333,                0.71346,                  0.693,                 0.3687,                 1.7193,                0.93768,                 1.7288,              0.0060697,              0.0060697,              0.0060697
                    400,                0.87901,                0.66479,                  1.082,                0.71576,                0.71018,                0.69316,                0.36754,                 1.7201,                0.93803,                 1.7294,              0.0060598,              0.0060598,              0.0060598
                    401,                0.86914,                0.65595,                 1.0756,                0.71603,                0.71333,                0.69402,                0.36843,                 1.7197,                0.93899,                 1.7283,              0.0060499,              0.0060499,              0.0060499
                    402,                0.86724,                0.65202,                 1.0749,                0.71496,                0.71115,                0.69459,                0.36782,                 1.7219,                0.93982,                 1.7295,                0.00604,                0.00604,                0.00604
                    403,                0.86438,                0.63894,                 1.0672,                0.70827,                0.70669,                 0.6946,                0.36756,                 1.7233,                0.94116,                 1.7304,              0.0060301,              0.0060301,              0.0060301
                    404,                0.85397,                0.64566,                 1.0694,                0.71683,                0.70568,                0.69509,                0.36793,                 1.7251,                0.94278,                 1.7316,              0.0060202,              0.0060202,              0.0060202
                    405,                0.87014,                0.64671,                 1.0744,                0.71776,                0.70568,                0.69481,                0.36792,                 1.7256,                0.94298,                 1.7322,              0.0060103,              0.0060103,              0.0060103
                    406,                 0.8786,                0.65963,                 1.0836,                0.71776,                0.70343,                0.69432,                0.36792,                 1.7272,                0.94431,                 1.7338,              0.0060004,              0.0060004,              0.0060004
                    407,                0.87025,                0.65624,                 1.0786,                0.72323,                 0.7021,                0.69422,                0.36673,                 1.7266,                0.94383,                 1.7325,              0.0059905,              0.0059905,              0.0059905
                    408,                0.86618,                0.65006,                 1.0759,                0.72412,                 0.7019,                0.69414,                0.36731,                 1.7272,                0.94527,                 1.7322,              0.0059806,              0.0059806,              0.0059806
                    409,                0.86733,                0.66239,                 1.0806,                0.72497,                0.70014,                0.69426,                 0.3683,                 1.7297,                0.94614,                 1.7355,              0.0059707,              0.0059707,              0.0059707
                    410,                0.86503,                0.65639,                 1.0782,                0.72069,                0.70317,                0.69415,                 0.3678,                 1.7293,                0.94766,                 1.7351,              0.0059608,              0.0059608,              0.0059608
                    411,                0.86827,                0.65204,                 1.0736,                0.71872,                0.69854,                0.69204,                0.36663,                 1.7293,                0.94715,                 1.7338,              0.0059509,              0.0059509,              0.0059509
                    412,                0.85577,                0.64462,                 1.0711,                0.72122,                0.69449,                0.69293,                0.36629,                 1.7261,                0.94878,                 1.7296,               0.005941,               0.005941,               0.005941
                    413,                0.86289,                0.64484,                 1.0775,                0.72124,                0.69447,                0.69263,                0.36649,                 1.7245,                0.94776,                 1.7281,              0.0059311,              0.0059311,              0.0059311
                    414,                0.85574,                0.63866,                 1.0686,                0.72253,                 0.6924,                0.69263,                0.36649,                 1.7245,                0.94858,                  1.727,              0.0059212,              0.0059212,              0.0059212
                    415,                0.86173,                0.64493,                 1.0804,                0.72135,                 0.6913,                0.69277,                0.36679,                 1.7235,                0.94905,                  1.726,              0.0059113,              0.0059113,              0.0059113
                    416,                0.85239,                0.64455,                 1.0664,                0.72223,                0.69252,                0.69054,                0.36598,                 1.7227,                0.94918,                 1.7255,              0.0059014,              0.0059014,              0.0059014
                    417,                0.85743,                0.64578,                 1.0768,                0.71959,                0.69284,                0.69075,                0.36635,                  1.724,                 0.9502,                 1.7268,              0.0058915,              0.0058915,              0.0058915
                    418,                0.85037,                0.64289,                 1.0677,                0.72532,                0.69013,                0.69157,                0.36685,                 1.7232,                0.94876,                 1.7261,              0.0058816,              0.0058816,              0.0058816
                    419,                0.86814,                 0.6456,                 1.0758,                0.72496,                 0.6909,                 0.6903,                0.36722,                 1.7247,                0.95067,                 1.7271,              0.0058717,              0.0058717,              0.0058717
                    420,                0.85562,                0.65127,                 1.0727,                0.72183,                0.69574,                0.69023,                0.36633,                 1.7253,                0.95026,                 1.7273,              0.0058618,              0.0058618,              0.0058618
                    421,                0.84219,                0.63886,                 1.0658,                0.71945,                0.69583,                0.69225,                 0.3657,                 1.7257,                0.94877,                 1.7274,              0.0058519,              0.0058519,              0.0058519
                    422,                0.86251,                0.65515,                 1.0773,                0.71904,                0.70034,                0.69109,                0.36609,                 1.7262,                0.94957,                 1.7284,               0.005842,               0.005842,               0.005842
                    423,                0.85742,                0.64138,                 1.0713,                  0.714,                0.70284,                0.69144,                0.36614,                 1.7247,                0.94986,                  1.728,              0.0058321,              0.0058321,              0.0058321
                    424,                 0.8592,                0.64427,                 1.0716,                0.71556,                0.70412,                0.69091,                0.36683,                 1.7292,                0.95008,                 1.7339,              0.0058222,              0.0058222,              0.0058222
                    425,                   0.85,                 0.6479,                 1.0735,                0.71036,                0.70772,                0.69064,                0.36731,                   1.73,                0.94915,                 1.7345,              0.0058123,              0.0058123,              0.0058123
                    426,                0.85479,                0.64596,                 1.0753,                0.70994,                0.71196,                0.69219,                0.36727,                 1.7297,                0.94817,                  1.735,              0.0058024,              0.0058024,              0.0058024
                    427,                0.85492,                0.64274,                 1.0778,                0.70909,                0.71224,                0.69197,                0.36716,                 1.7311,                0.94771,                 1.7367,              0.0057925,              0.0057925,              0.0057925
                    428,                0.85281,                0.64114,                 1.0716,                0.70759,                0.71248,                0.69354,                0.36684,                 1.7318,                0.94778,                 1.7374,              0.0057826,              0.0057826,              0.0057826
                    429,                0.85172,                0.63357,                 1.0688,                0.70714,                0.71291,                0.69274,                0.36589,                 1.7336,                0.94645,                 1.7394,              0.0057727,              0.0057727,              0.0057727
                    430,                0.84643,                0.63585,                 1.0706,                 0.7056,                0.71334,                0.69104,                0.36613,                 1.7342,                0.94847,                 1.7394,              0.0057628,              0.0057628,              0.0057628
                    431,                0.85315,                0.63923,                 1.0717,                0.70326,                0.71011,                0.68975,                0.36667,                 1.7354,                0.94987,                 1.7405,              0.0057529,              0.0057529,              0.0057529
                    432,                0.84354,                0.64232,                 1.0665,                0.75381,                  0.662,                0.69198,                 0.3661,                 1.7357,                0.95084,                 1.7409,               0.005743,               0.005743,               0.005743
                    433,                0.84017,                  0.632,                 1.0664,                0.75671,                  0.662,                0.69058,                 0.3663,                 1.7381,                0.94962,                 1.7434,              0.0057331,              0.0057331,              0.0057331
                    434,                0.83916,                0.63536,                 1.0616,                0.75425,                  0.662,                0.69042,                0.36593,                 1.7377,                0.94879,                 1.7428,              0.0057232,              0.0057232,              0.0057232
                    435,                0.83862,                0.63069,                  1.066,                0.75097,                0.66077,                0.68791,                0.36557,                 1.7359,                0.94955,                 1.7405,              0.0057133,              0.0057133,              0.0057133
                    436,                0.84894,                0.63602,                 1.0612,                0.75757,                0.65669,                0.68873,                0.36626,                 1.7345,                0.95137,                 1.7386,              0.0057034,              0.0057034,              0.0057034
                    437,                 0.8515,                0.63269,                 1.0615,                0.75832,                0.65654,                0.68944,                0.36531,                 1.7346,                0.95046,                 1.7383,              0.0056935,              0.0056935,              0.0056935
                    438,                0.84949,                0.63154,                 1.0628,                0.75938,                0.65359,                0.68945,                0.36521,                 1.7353,                0.95226,                 1.7384,              0.0056836,              0.0056836,              0.0056836
                    439,                0.83782,                0.63844,                 1.0641,                0.76247,                0.65459,                0.68985,                0.36459,                 1.7347,                 0.9532,                 1.7374,              0.0056737,              0.0056737,              0.0056737
                    440,                0.84625,                0.63276,                 1.0698,                0.76439,                0.65547,                0.69092,                0.36513,                 1.7346,                0.95251,                 1.7372,              0.0056638,              0.0056638,              0.0056638
                    441,                0.84526,                0.63827,                 1.0591,                0.76938,                0.64909,                0.68979,                0.36466,                 1.7343,                0.95231,                 1.7372,              0.0056539,              0.0056539,              0.0056539
                    442,                0.84551,                0.63156,                 1.0629,                0.77207,                0.65235,                0.69131,                0.36518,                 1.7331,                0.95436,                 1.7358,               0.005644,               0.005644,               0.005644
                    443,                0.83529,                0.62592,                 1.0609,                0.77202,                0.65235,                0.69141,                0.36555,                  1.734,                0.95268,                 1.7369,              0.0056341,              0.0056341,              0.0056341
                    444,                0.85027,                0.63408,                 1.0618,                0.77788,                0.65009,                0.69102,                0.36596,                 1.7335,                0.95613,                 1.7367,              0.0056242,              0.0056242,              0.0056242
                    445,                 0.8446,                0.63216,                 1.0645,                0.78014,                 0.6519,                0.69037,                0.36553,                 1.7347,                0.95688,                  1.737,              0.0056143,              0.0056143,              0.0056143
                    446,                0.83731,                0.63484,                 1.0596,                0.77637,                0.64887,                0.69061,                0.36584,                 1.7338,                0.95889,                 1.7362,              0.0056044,              0.0056044,              0.0056044
                    447,                 0.8486,                0.63021,                 1.0621,                0.77667,                0.65235,                0.69061,                0.36548,                  1.734,                0.95951,                 1.7358,              0.0055945,              0.0055945,              0.0055945
                    448,                0.84045,                0.62539,                 1.0647,                0.77785,                 0.6546,                0.69063,                0.36512,                 1.7332,                0.96108,                 1.7354,              0.0055846,              0.0055846,              0.0055846
                    449,                0.84919,                0.63778,                 1.0649,                0.77627,                 0.6546,                 0.6897,                0.36471,                  1.732,                0.95984,                 1.7343,              0.0055747,              0.0055747,              0.0055747
                    450,                0.83816,                 0.6272,                 1.0615,                0.77358,                0.65009,                0.68903,                0.36539,                  1.732,                0.95928,                 1.7342,              0.0055648,              0.0055648,              0.0055648
                    451,                0.83577,                0.63087,                 1.0694,                 0.7768,                0.64993,                0.68903,                0.36538,                 1.7324,                0.95997,                 1.7357,              0.0055549,              0.0055549,              0.0055549
                    452,                0.83281,                0.62961,                 1.0604,                0.77636,                0.64784,                0.68771,                0.36549,                 1.7318,                0.95979,                  1.736,               0.005545,               0.005545,               0.005545
                    453,                0.83902,                0.63137,                 1.0608,                0.78088,                0.65009,                 0.6874,                0.36589,                 1.7311,                0.95967,                 1.7357,              0.0055351,              0.0055351,              0.0055351
                    454,                 0.8277,                0.63489,                 1.0601,                0.77988,                0.64995,                0.68876,                0.36543,                 1.7314,                0.95952,                  1.737,              0.0055252,              0.0055252,              0.0055252
                    455,                0.83154,                0.62845,                 1.0627,                0.77773,                0.65009,                0.68806,                0.36535,                 1.7322,                0.95902,                 1.7381,              0.0055153,              0.0055153,              0.0055153
                    456,                0.84171,                0.62246,                 1.0614,                0.78021,                0.65235,                0.68748,                0.36519,                 1.7335,                0.96024,                 1.7392,              0.0055054,              0.0055054,              0.0055054
                    457,                0.83825,                0.63501,                 1.0622,                 0.7797,                0.65235,                0.68811,                0.36449,                 1.7349,                0.95934,                 1.7406,              0.0054955,              0.0054955,              0.0054955
                    458,                 0.8426,                 0.6229,                 1.0637,                0.77811,                0.65009,                0.68974,                0.36572,                 1.7359,                0.96027,                 1.7414,              0.0054856,              0.0054856,              0.0054856
                    459,                0.83724,                0.62236,                 1.0575,                0.77914,                0.65009,                0.69043,                0.36627,                  1.736,                0.96152,                  1.741,              0.0054757,              0.0054757,              0.0054757
                    460,                0.83925,                0.62797,                 1.0591,                0.77479,                0.65162,                0.69114,                0.36582,                  1.737,                0.96269,                  1.742,              0.0054658,              0.0054658,              0.0054658
                    461,                0.82425,                0.61568,                 1.0548,                0.77224,                0.65112,                0.69084,                0.36528,                 1.7375,                0.96338,                 1.7425,              0.0054559,              0.0054559,              0.0054559
                    462,                0.82773,                0.61349,                 1.0499,                0.77204,                0.65192,                0.69115,                0.36529,                 1.7384,                0.96499,                 1.7435,               0.005446,               0.005446,               0.005446
                    463,                0.83229,                 0.6217,                  1.057,                0.75707,                0.65853,                0.69107,                0.36472,                 1.7385,                0.96525,                 1.7436,              0.0054361,              0.0054361,              0.0054361
                    464,                0.83359,                0.63141,                 1.0555,                0.75663,                0.65852,                0.69071,                0.36497,                 1.7376,                0.96481,                 1.7432,              0.0054262,              0.0054262,              0.0054262
                    465,                0.82786,                0.62369,                 1.0592,                0.76305,                0.66508,                0.68968,                0.36391,                 1.7382,                0.96419,                 1.7441,              0.0054163,              0.0054163,              0.0054163
                    466,                 0.8282,                0.62054,                 1.0546,                0.75977,                  0.662,                 0.6915,                0.36548,                 1.7368,                0.96216,                 1.7438,              0.0054064,              0.0054064,              0.0054064
                    467,                0.83867,                0.63244,                 1.0558,                0.75677,                0.66178,                0.69082,                 0.3633,                 1.7369,                0.96279,                 1.7423,              0.0053965,              0.0053965,              0.0053965
